,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,moonphase,conditions,stations,elevation,continent,season,treecover2000,loss,gain,soil_texture_0,soil_texture_10,soil_texture_30,soil_texture_60,soil_texture_100,soil_texture_200,population_density_2000,population_density_2005,population_density_2010,population_density_2015,population_density_2020
7903,2016-08-23 17:45:00,Landslide in Nam Xay,7 die in landslide at gold mine in Nam Xay.,"Nam Xay, Lao Cai, Vietnam",10km,landslide,flooding,medium,mine,7.0,0.0,Vietnam,Vietnam,9097,Vietnam,0.10001,103.993894,22.039752,29.9,21.0,24.8,35.6,21.0,26.4,22.8,89.19,14.01,25.0,50.95586533403471,10.8,281.4,1005.4,89.7,10.6,0.66,"Rain, Partially cloudy","['48803099999', '48802099999', '48806099999']",526.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,55.531646728515625,56.45234680175781,56.95987319946289,57.48577117919922,57.184814453125
7905,2016-08-24 17:45:00,Landslide at Sa Pa,Three homes destroyed by landslides in Sa Pa. Man sent to Sa Pa Hospital for treatment,"Sa Pa, Lao Cai, Vietnam",10km,landslide,rain,medium,natural_slope,0.0,1.0,Vietnam,Vietnam,37832,Vietnam,0.10001,103.8448574,22.33644964,35.2,19.3,25.8,40.4,19.3,28.2,21.4,78.87,0.1,12.5,50.95586533403471,7.0,327.8,1004.0,70.8,13.8,0.72,"Rain, Partially cloudy","['48803099999', '48802099999']",1496.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,78.78826904296875,80.09456634521484,80.81464385986328,81.56078338623047,81.1337890625
7940,2016-09-14 16:35:00,Chau Nga Landslide Swept Away Tent near Forest,"The landslide in Chau Nga commune swept away the tent of 10 people, who picked up bamboo shoots on the mountain, while they were sleeping in. Three of them escaped and reported the incident to the local authorities. The two districts have deployed forces to search for the missing. The same day, the Nghe An provincial steering committee on disaster prevention and rescue reported flooding from tropical storm Rai left one dead, one injured and three missing across the locality.","Châu Nga, Quỳ Châu District, Nghe An, Vietnam",1km,landslide,downpour,medium,natural_slope,7.0,0.0,Vietnam,Vietnam,16707,Vietnam,0.10001,105.219712,19.603396,28.7,25.1,26.7,34.0,25.1,28.8,24.9,90.23,38.0,25.0,50.95586533403471,18.0,247.1,1006.8,91.3,14.5,0.47,"Rain, Overcast",['48840099999'],135.0,Asia,summer,58,1.0,0,SaClLo,ClLo,ClLo,ClLo,ClLo,ClLo,48.865020751953125,49.30399703979492,49.375518798828125,49.459022521972656,48.83244705200195
8012,2016-10-07 00:00:00,Bo River in Huong Xuan Ward’s Thanh Luong Village,"A severe landslide suddenly occurred on the banks of the Bo River in Huong Xuan Ward’s Thanh Luong Village last Friday, sweeping away large bamboo plants and tens of cubic metres of land.",Bo River in Huong Xuan Ward’s Thanh Luong Village,1km,riverbank_collapse,rain,medium,above_river,0.0,0.0,Vietnam,Thừa Thi n-Huế,0,Hương Trà,2.70513,107.5007,16.5281,31.0,24.6,27.1,37.7,24.6,30.1,25.1,89.68,22.0,8.33,50.95586533403471,11.2,286.5,1008.5,83.0,10.6,0.17,"Rain, Partially cloudy","['48852099999', 'VVPB']",6.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,252.4128875732422,257.42529296875,260.57720947265625,263.83111572265625,263.2962341308594
8180,2016-12-20 14:02:00,Landslide in Phuoc Dong Commune,"The resort town of Nha Trang has been hit by constant downpours since last week and is now also threatened by flooding and erosion. Four people were killed in their sleep as a landslide swallowed six houses in the resort town Nha Trang in central Vietnam early on Tuesday morning.  Rescuers confirmed that the victims were an elderly woman, a 4-year-old boy, a 43-year old woman and her 17-month-old son.  Officials said the six houses in Phuoc Dong Commune on the city outskirts were completely destroyed while several nearby houses were also damaged.  Ten other people were injured. Dang Thi Tiep, a survivor, said the landslide happened at around 4 a.m. when it was raining really hard.","Phuoc Dong Commune, Nha Trang, Vietnam",5km,landslide,downpour,large,natural_slope,4.0,10.0,Vietnam,Vietnam,113446,Vietnam,0.10001,109.171376,12.183736,28.0,23.3,26.0,32.6,23.3,27.5,23.8,87.71,20.2,8.33,50.95586533403471,31.7,63.6,1011.4,90.3,10.9,0.73,"Rain, Overcast","['48877099999', 'VVCR']",14.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,1456.803955078125,1542.914306640625,1621.9149169921875,1705.3701171875,1767.4139404296875
8894,2017-04-22 18:27:00,Riverbank collapse in My Hoi Dong commune,"70 m section of Hau River bank collapse, destroying multiple houses. No casualties reported.","My Hoi Dong, Huyện Chợ Mới, An Giang Province, Vietnam",5km,riverbank_collapse,rain,medium,above_river,0.0,0.0,Vietnam,Vietnam,31890,Vietnam,0.10001,105.3439054,10.50547001,35.0,25.0,30.4,43.3,25.0,36.4,25.1,74.36,0.0,0.0,50.95586533403471,15.8,218.5,1009.1,54.3,12.1,0.9,Partially cloudy,"['48907099999', 'VVCT', '48912599999']",6.0,Asia,spring,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,1001.2025756835938,1024.69921875,1040.9176025390625,1057.646728515625,1059.239013671875
9072,2017-05-30 13:34:00,Riverbank Collapse in Nam Can,"Riverbank collapsed in Nam Can town, Ca Mau district, swallowing houses",Nam Can town,10km,riverbank_collapse,unknown,medium,above_river,0.0,0.0,Vietnam,Vietnam,20990,Vietnam,0.10001,104.9913709,8.757672854,31.7,26.1,27.9,39.2,26.1,32.4,25.5,87.28,100.0,25.0,50.95586533403471,7.2,235.0,1008.7,91.3,17.8,0.14,"Rain, Overcast",['48914099999'],6.0,Asia,spring,0,0.0,0,ClLo,ClLo,Cl,Cl,Cl,ClLo,131.1768798828125,136.204345703125,140.36863708496094,144.6950225830078,147.0165252685547
9188,2017-06-27 13:20:00,Landslide damages houses,"6 houses damaged by landslide on eroded riverbank, triggered by prolonged heavy rain","Gia Rai District Ward 1, Bạc Liêu Province, Vietnam",25km,landslide,continuous_rain,medium,above_river,0.0,0.0,Vietnam,Vietnam,32338,Vietnam,0.10001,105.4547324,9.237362549,32.4,26.9,29.3,41.3,30.5,35.2,25.5,80.73,0.4,12.5,50.95586533403471,10.8,240.0,1008.3,90.0,20.0,0.08,"Rain, Partially cloudy",['48914099999'],4.0,Asia,summer,0,0.0,0,ClLo,ClLo,Cl,Cl,Cl,Cl,343.4317932128906,370.5953063964844,396.9216918945313,425.2203674316406,449.0062255859375
9192,2017-06-28 13:10:00,Landslide along Cửa Lớn River,6-12m coastal encroachment landslide damages five houses after heavy rains,"Hang Vinh Commune, Cà Mau Province, Vietnam",5km,landslide,downpour,medium,above_river,0.0,0.0,Vietnam,Vietnam,63682,Vietnam,0.10001,105.0509254,8.774707564,29.2,26.4,28.1,35.9,26.4,33.0,25.5,85.84,13.0,14.29,50.95586533403471,10.8,234.0,1008.9,91.4,17.4,0.12,"Rain, Overcast",['48914099999'],2.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,114.90445709228516,119.30825805664062,122.95598602294922,126.74567413330078,128.77920532226562
9189,2017-06-28 13:10:00,Landslide in Hiep Tung Commune,Two houses along Kenh Xang Cai Ngay canal damaged by landslide in Hiep Tung Commune,"Hiep Tung Commune, Ca Mau Province, Vietnam",10km,landslide,downpour,small,above_river,0.0,0.0,Vietnam,Vietnam,16152,Vietnam,0.10001,105.1071076,8.828619884,29.2,26.4,28.1,35.9,26.4,33.0,25.5,85.84,13.0,14.29,50.95586533403471,10.8,234.0,1008.9,91.4,17.4,0.12,"Rain, Overcast",['48914099999'],8.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,137.5812225341797,142.8541259765625,147.22174072265625,151.7593536376953,154.19419860839844
9243,2017-07-03 14:33:00,Fatal landslide in Meo Vac District,Landslide after major storm kills two in Meo Vac District,"Huyện Mèo Vạc, Hà Giang Province, Vietnam",25km,landslide,downpour,medium,natural_slope,2.0,0.0,Vietnam,Vietnam,42748,Vietnam,0.10001,105.4244893,23.16100191,25.2,21.9,23.0,25.2,21.9,23.1,21.2,89.78,15.3,42.86,50.95586533403471,7.2,235.0,1003.2,70.0,21.6,0.37,"Rain, Partially cloudy",['59209099999'],1278.0,Asia,summer,56,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,105.0342254638672,115.1454620361328,125.28766632080078,136.35595703125,146.27462768554688
9242,2017-07-03 14:33:00,Landslides block roads,Landslides after heavy storms block roads to Xin Cai and Son Vi communes,"Huyện Mèo Vạc, Hà Giang",10km,landslide,downpour,small,above_road,0.0,0.0,Vietnam,Vietnam,42748,Vietnam,0.10001,105.5299971,23.14383048,25.2,21.9,23.0,25.2,21.9,23.1,21.2,89.78,15.3,42.86,50.95586533403471,7.2,235.0,1003.2,70.0,21.6,0.37,"Rain, Partially cloudy",['59209099999'],620.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,105.03423309326172,115.1454620361328,125.28766632080078,136.35595703125,146.27462768554688
9244,2017-07-03 14:33:00,Landslide on road,Landslide (following heavy storms) linking Coc Pai town and Na Tri commune (??) blocks road,"Huyện Xín Mần, Hà Giang",25km,landslide,downpour,small,above_road,0.0,0.0,Vietnam,Vietnam,13997,Vietnam,0.10001,104.4530851,22.69040325,30.2,23.0,26.3,36.6,23.0,28.2,24.0,87.56,43.54,50.0,50.95586533403471,7.2,252.1,1002.6,97.9,9.6,0.37,"Rain, Overcast","['48803099999', '48802099999']",673.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,85.99724578857422,94.27586364746094,102.579833984375,111.64205169677734,119.76300811767578
